id	sent0	label
15805	Ente ponnoo ijjathii marana masss	Positive
15806	Jayettaaaa ente chunkkeee🥰 Sabu Chettan 🥰	unknown_state
15807	0:56 യേശു നമുക്ക് അറിയാത്ത ആളൊന്നും അല്ലല്ലോ.	unknown_state
15808	വന്നില്ലലോ വന്നില്ലലോ എന്ന് വിചാരിച്ച് ഇരുന്നെ ഒള്ളു	unknown_state
15809	Adipoli... Kidu kidu kidu... First day first show... #mammookka	Positive
15810	Ningale katatthi vettan ningal matrame ollu laletta	Positive
15811	എന്താണെന്നറിയില്ല  പണ്ട് മുതൽ  shane നെ  ഇഷ്ടമാണ്  വിവി  ആയിരുന്നപ്പോൾ  മുതൽ  തന്നെ ....  ആ  ചെറിയ  പയ്യനിൽ  നിന്നും  കുമ്പളങ്ങി  knights  il എത്തി  നിൽക്കുമ്പോൾ  മുൻ  നിര  താര പുത്രൻ  മാരിൽ  നിന്നും  നീ  വ്യത്യസ്തനാക്കുന്നു ..  best of  luck  dear	Positive
15812	Katta ikka fans adik like evide	unknown_state
15813	ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu	Positive
15814	Haters noke kurachu kanjii edukatte..  Pakkaa mass	Positive
15815	Pandu collegil padichapol stop violence enna prithvidae padam kandu ishtapettu ishtam tonni pullidae varunna padam ellam kanan tudangy... apol ennae frnz okkae kaliyakki ayyae... rayappan ennu kaliyakki...njan onnu punchirichu..  kalam kurachu kadannu ningiyapol prithvi valya actor ayi.. lucifer direct cheythu.. ipol a pazhaya frnzinae kandapol rajuettantae puthiya padam irangittundu kanan poyalo ennokae... venndum entae chundil a pazhaya punchiri poothu ulanju... love you prithvi...	Positive
15816	BGM Pora. Slow Mo shotsinokke KGF pole terror BGM venam. Ithile shots okke pwolii aanu. BGM oru mathiri pokkiriraja pole aayi poyiii	Mixed_feelings
15817	മറ്റുള്ളവരെ കുറ്റം പറയുമ്പോൾ ഓർക്കണം അവനവന്റെ കുറവുകളും കുറ്റങ്ങളും ഒന്ന് orkunnathu നല്ലതാണ്... ഈൗ സിനിമയെ കുറ്റം പറഞ്ഞ എല്ലാവർക്കും ഉള്ള എന്റെ മറുപടി...	Positive
15818	ഈ പാട്ട് എഴുതിയ തായോളിക്ക് ഇരിക്കട്ടെ ഇന്നത്തെ ലൈക്‌	Negative
15819	ഫഹദിക്ക ബുള്ളറ്റിൽ വരുന്ന scene trailer ൽ ഉണ്ടാവും എന്ന് വിചാരിച്ചു വിചാരിച്ചു last പ്ലിങ്ങിയത് ഞാൻ മാത്രം ആണോ...	unknown_state
15820	മറ്റു നാട്ടുകാരുടെ കമന്റ്‌ കണ്ട് കരഞ്ഞു പോയി  മലയാളം സിനിമ വളരട്ടെ ഒപ്പം മലയാളവും	Positive
15821	എത്ര കേട്ടാലും മതി വരാത്ത പാട്ട്	Positive
15822	മലയാളത്തിന്റെ മഹാനടനം മെഗാസ്റ്റാർ മമ്മുക്കയ്ക്ക് ലാലേട്ടൻ ഫാൻസിന്റെ വിജയാശംസകൾ  മാമാങ്കം	Positive
15823	Aadhyamayi midhun machande oru film enik kananam enna oru thonnal indakya film	Positive
15824	Etta ningal kamaladaltile vismayipchata..pinnale മാർഗം കളി	Positive
15825	ഇങ്ങനെ അല്ല ഇങ്ങനെ അല്ല എന്റെ അച്ചായൻ ഇങ്ങനല്ല	unknown_state
15826	Ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr	Negative
15827	സ്റ്റേജിൽ ഉള്ള ബാക്കിയുള്ളവരെ കാൾ നന്നായി മാർഗംകളി ചെയ്യുന്നത് നമ്മുടെ ലാലേട്ടൻ ആണ് , എന്ന് തോന്നിയത്🤔 എനിക്ക് മാത്രമാണോ ?	unknown_state
15828	ز   ن ٍّ. ً	not-malayalam
15829	പടം എന്ന് പറഞ്ഞാല് ഇത് പോലത്തെ റിയലിസ്റ്റിക് പടം ആണ്....  Song ഒരു രക്ഷയും ഇല്ല...  നാമൊരു നാൾ കിനാ കടലിൽ...	Positive
15830	ayyyo ith mindun manuval thomasinte padamanooooooooooo oru rakshayumilllaaaaa trailar nalla oru suspense thriller ayirikkum enn predheekshikkunnu	Positive
15831	രാവിലെതന്നെ വന്നു കാണുന്നവർ like അടി 🤩	unknown_state
15832	മോദിജിയുഡെ വീട്ടിൽ ഇവളെ ഒരു 2 day ക്ക് വിടാൻ പറ്റോ ഇവളെ കൊണ്ടൊക്കെ ഇനി പറ്റു	unknown_state
15833	Dislike butten are stoped....still running for like butten....ettan effect...	not-malayalam
15834	Ith എന്തുnade ith🤣🤣🤣🤣.... കിളി ചുണ്ടന്‍ മാമ്പഴം	Negative
15835	കൊള്ളാം. പതിവ് അഭിനയ രംഗങ്ങൾ കുറച്ചൊക്കെ മാറ്റി get up പുതുക്കി വന്നിരിക്കുന്നു ലാലേട്ടൻ. ഇങ്ങനെ വേണം. പക്ഷേ പോരാ  ഇനിയും അങ്ങോട്ടു വരാനുണ്ട്. പ്രതീക്ഷകൾ ഏറെയാണ്	Mixed_feelings
15836	ഈ Trailer 1M അടിക്കും എന്നുള്ളവർ Like ചെയ്തിട്ട് പൊയ്ക്കോ	unknown_state
15837	Nalla Pattu Pattu mookuthiyo ethokke enthonade	Negative
15838	വീഡിയോയുടെ ബാഗ്രൗണ്ട് ഹോളിവുണ്ട് മൂവിയുടെ ഒപ്പം നില്കും. ഗുഡ്‌വർക്ക്‌	Positive
15839	ലിന്റപ്പന്റെ ബാഗിൽ കാണും  അല്ലെകിൽ രവി പപ്പൻ എടുത്ത് കാണും. !!	unknown_state
15840	ഓൾ കേരള Allu Arjun ഫാൻസിന്റെ വിജയാശംസകൾ laletttaaa....	Positive
15841	Mukkuthi kandille? Kanaadi poi nokk sahodari... Dance kalich ninnal olla mukkuthi veen sherikkum kaanathaavum	unknown_state
15842	Mukuthi Kandillenn paranjitt avalde mooki mukkuthi undalloow setta?  Ithenth mairu	Negative
15843	എന്തായാലും  ഇട്ടി മാണി യെക്കാൾ   ഭേദം  ആണ്‌ , ഇക്ക  sooopper...	Positive
15844	മവനെ കൊല ഗാണ്ടിലിരുക്കെ.. കൊല്ലാമേ വിടമാട്ടെ..   ഒരു മെഗാസ്റ്റാർ അഴിഞ്ഞാട്ടം..    Boss is BACK	Positive
15845	Bgm എല്ലാം ഒരു രക്ഷയില്ല  uff	Positive
15846	സത്യംപറഞ്ഞാൽ ലാലേട്ടന്റെ ഡയലോഗ് ഡെലിവറി തീരെ പോരാ          eg:തത്തുമ്മ പറന്നു പോയി	Negative
15847	Cinema theatreill kandu ishtapettavar ivde like adii	unknown_state
15848	Sathyam parayanallo trailer vijarichathra angudu kalangiyilla....nnalum all the best	Negative
15849	Banal trash. Panavum nashtam samayavum nashtam.	Negative
15850	Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer	Positive
15851	മമ്മൂക്ക മറ്റൊരു ഭാഷ മാസ്സായി പറയുമ്പോൾ കിട്ടുന്ന ഒരു ഫീൽ ഹോ അത് പറഞ്ഞരീക്കാൻ പറ്റില്ല FDFS തകർത്തിരിക്കും	Positive
15852	ഇ സിനിമ ഹിറ്റ്‌ ആക്കും മെന്ന് ഉറപ്പ് ഉള്ളവർ  ലൈക് അടിക്കുക  ( ) ഒന്ന് subscribe ചെയ്യുമോ	unknown_state
15853	Nalu bengaligal nalu sidum manuvari ital therunathe ollu ninta japan	unknown_state
15854	പരസ്പരം തല്ല് കൂടാതെ നല്ലതിനെ അംഗീകരിക്കാൻ പഠിക്കൂ സുഹൃത്തുക്കളെ . ഇന്ത്യൻ സിനിമ കണ്ട രണ്ട് മഹാ നടൻമാരെ പരസ്പരം ചെളി വാരി എറിഞ്ഞ് അപമാനിക്കാതെ ഈ പ്രായത്തിലും ഒട്ടും കുറയാതെ പണ്ട് തന്നതിനെക്കാൾ രോമാഞ്ചം തരുന്നതിൽ അഭിമാനിക്കൂ	Positive
15855	നടക്കാത്ത കാര്യമാ... എന്നാലും ചോദിക്കുവാ... ഒരു 2255 like തരുവോ	unknown_state
15856	Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...	Positive
15857	Psycho movie aanenu thooniyavar like adi	unknown_state
15858	Enta ethra kalikandittullatha ne? E ODUKKATHEkali vendaarunnu laletta	Negative
15859	Best actor 2nd part anne ennu  thoniyavar like	unknown_state
15860	Once a raja always a raja	unknown_state
15861	All kerala ലാലേട്ടൻ ഫാൻസ്‌ ഇവിടെ വന്നു likeett പോ	unknown_state
15862	നല്ല ഇന്റെർസ്റ്റിംഗ് ആയിട്ടുള്ള ഉറച്ച ടെക് വീഡിയോസ് കാണാൻ എന്റെ ചാനൽ സന്ദേർശികൂ. പിന്നെ അതിന്റ കൂടെ ചാനൽ subscribe ബും കൂടെ ചെയ്താൽ എനിക്ക് happy യായിരുന്നു	unknown_state
15863	Arjun ashokine kannddappol sherikkumulla policanennu thonniyavar adi like	unknown_state
15864	മമ്മുക്കാനേ നോക്കി ഇരുന്നിട്ട് കണ്ടത് ഉണ്ണിയേട്ടന്റെ കലിപ്പ് ലുക്ക്‌	unknown_state
15865	Next Dark movie  after Jallikettu	not-malayalam
15866	Njan oru lalettan fan allengilum trailer kandappo...ee film kalakkum orappa....mega super hit aagum....urappe..	Positive
15867	Raja pulimurukanumayi Similarity und jagapathy babu dubbing  Bgm  fight location  Siddique police	Mixed_feelings
15868	Kerala super star....... last scene makes goosebumps.	not-malayalam
15869	Katta Waiting ikka  Mamangam  Nov 21 FDFS	Positive
15870	Poram lokham ariyatte HBO Channelil parashiraja kanaichath pole .peranpu pole ikkayilude malayala cinimaye ariyatte .	unknown_state
15871	Ndhaa ipo indaaye? Ndhokeyaa kande?? Malayalam padam thanne aano idh.ejjadhi trailler	Positive
15872	Kitti njangalak njagade aa pazhaya lalettane thirichu kitti	Positive
15873	കുട്ടി nighty shirt ഊരുന്നത് പോലെയാണോ അതോ തലയുടെ മുകളിൽ കൂടിയാണോ ഊരി ഇട്ടത്... കഴുകാൻ ഇട്ട തുണിയുടെ കൂട്ടത്തിൽ ഒന്ന് നോക്ക്.. thank dhorai sinkam later.. ok bei	unknown_state
15874	Sunny leon undo enna poyi kananam	Positive
15875	Trailer rum teaser rum Vidal cinema eganeya endho. Chilayidathokke VELLIMOOGA FEEL kittyavarokke adikkeda like	Mixed_feelings
15876	അടുത്ത് മമ്മൂക്കയുടെ വരവ് ആണ്  Katta waiting	Positive
15877	അവസാനം വരെ ok ലാസ്റ്റ് കുളമാക്കി എന്ത് പറ്റി ജോഷി	Mixed_feelings
15878	കണ്ടിട്ട് king khan  inta FAN cinemama manasill വന്നവർ	unknown_state
15879	ഇന്ന് ഫസ്റ്റ് ഡേ തന്നെ പോയി ഈ പടം കണ്ടു.. !! ഈ കൊല്ലം കണ്ടതിലെ മികച്ച ചിത്രങ്ങളിൽ ഒന്ന് തന്നെ എന്ന് പറയേണ്ടി വരും ..എജ്ജാതി പടം  കിടുക്കി കലക്കി തിമിർത്തു..	Positive
15880	ചിരിച്ചു ചിരിച്ചു ചത്തു  ഗുഹന്റെ ഓരോ comedykal	Negative
15881	De pinneyum youtubil trending no 1	Positive
15882	Tovino mass alle eeee filmum adpoli aaakum  Oru rakshayum illa tovino mass aaam	Positive
15883	Minimum 10 thavana kandavar maathram like adi	unknown_state
15884	Please cinema kaannaaan kothi aakunnu onnu release cheyyu 🥰🥰🥰🥰🥰	Positive
15885	USA ok.. India No... Sadhacharam	unknown_state
15886	nama hero december 12 wait & see  mamamaga maha magam kankulirke kandoli the face of Indian cinima	Positive
15887	Madhuraraja 1 hour 40 k likes  Lucifer 1 min 40 k likes	Mixed_feelings
15888	Mammooka ninghal mass aa pwoli item	Positive
15889	Waiting for Malayalam movie  For Tamil paiyan	not-malayalam
15890	ദളപതി ഫാൻസിന്റെ വക ഒരു ഒന്നൊന്നര വിജയാശംസകൾ...	Positive
15891	#Trailer pwolichuuuu ഓണത്തിന് വന്നങ്ങു തകർത്തേക്ക് ....	Positive
15892	Mammoookkaaaa polichadukkiii katta waiting nv 21	Positive
15893	Nalla set movie	Positive
15894	ഒരു മുക്കുത്തി  കളഞ്ഞ് കിട്ടീട്ടിണ്ട്.പിന്നീട് കള്ളാ..ന്ന് വിളിക്കരത്	unknown_state
15895	332 kozhikal Dislike adich prathishetam ariyichittund	Negative
15896	Nedumudi venu anekil age crt feel aynenee makeup venda..+cmdy ..	Mixed_feelings
15897	മാമാങ്കം കണ്ടിട്ട് അത്ഭുതപ്പെട്ടത് മമ്മുക്കയുടെ ഈ റോൾ കണ്ടിട്ടാണ്..	Positive
15898	Kalki ..kalakki. best wishes from Nivinfans Palakkad unit..	not-malayalam
15899	Trailer ulla korae scenes onnum movie lu illallo 🤔🤔🤔	unknown_state
15900	Enta ponno eppolu ntha oru ethu	Positive
15901	കുന്തം പോയാൽ കുടത്തിലും നോക്കണം എന്നല്ലേ... ഒന്ന് നോകിയോക്ക്... ഇനി മൂക്കുത്തി മുക്കുപണ്ടമായുണ്ടാവോ ഈ ഡാൻസ്...	unknown_state
15902	എന്തേഗിലും കളഞ്ഞു പോയാൽ കരയുന്നവരെ കൺടിട്ടു, ഇത്ര സന്തോഷത്തിൽ ഡാൻസ് കളിക്കുന്നത് ആദ്യമായി  കാണുന്നത്	unknown_state
15903	Njan matramanoo trailer il prithviraj ne kandanthu. . . .  Kandavar like adiche..	unknown_state
15904	ഇതു പോലെ അരാജകത്വജീവിതത്തെ ഉദാത്തവൽക്കരിച്ച് ആഘോഷിക്കുന്ന ചിത്രങ്ങൾ നല്കുന്ന സന്ദേശം ഭീകരം	Negative
15905	Annum innum ennum rajade pilleru triple strongaaa.....uyirdaaaa	Positive
15906	Pirates of carriebian scenes illennu oru doubt 🤔🤔	unknown_state
15907	Mol marikkunnu enn traileril ninn manasilakum	unknown_state
15908	Soubin Aa pennineym kunjineym vanjiyil kooti varunna Scene...uff what a scene🥰	Positive
15909	എട്ടൻമാർക്കും ഇക്കമാർക്കും  അച്ചായന്മാർക്കും ഫാൻസ് അസോസിയേഷൻ ഉണ്ടാക്കുന്നവർ ഇവരെയും കൂടെ പരിഗണിക്കണെ.	unknown_state
15910	0:40 - ഞങ്ങളുടെ നാട്ടിലെ PETTA  - SHYLOCK - LOADING	unknown_state
15911	കൊക്കോനാട് രാജാവിന്റെ മക്കളെ ഒന്ന് പറഞ്ഞു തരൂ .1 min ൽ 5 k ഒക്കെ ആകുന്ന ആ app    പറയൂ pls🤣🤣🤣	Negative
15912	അപ്പൊ അടുത്ത ഫഹദിന്റെ ഓട്ടത്തിനുള്ള കട്ട വെയ്റ്റിംഗ്	Positive
15913	Video erangunathinu munbe dislike adichavanmar nannayi varanne ente luciferree	Negative
15914	Also hats off Depak Dev bgm	not-malayalam
15915	Idi vetti mazha peytha oru feeling..🥳	unknown_state
15916	എന്റമ്മേടെ ജിമിക്കി കമ്മൽ എന്റപ്പൻ കട്ടോണ്ടു പോയേ  ഇപ്പോൾ ദേ... മൂക്കുത്തി കണ്ടില്ല... നാട്ടിൽ ഫുൾ മോഷണം ആണല്ലോ... ..	unknown_state
15917	ഈ പടത്തിൽ ഫഹദ്ന്റെ റോൾ ഇഷ്ടപ്പെട്ടവർ ലൈക്	unknown_state
15918	ഇപ്പോഴത്തെ ജനറേഷന് പ്രേമം  ചെറുതായി ഉണ്ടേൽ പടം ഹിറ്റ്‌ ആകും, വിനീതിന് ബുദ്ധി ഉണ്ട് ബിസ്സിനെസ്സ് mind. എല്ലാ പടത്തിലും വളിച്ച പ്രേമം എന്നിട്ടോ ഇപ്പോഴത്തെ തലമുറക്കാർ അംഗീകരിക്കും ഏതു ചവറു ചളി സിനിമകളും അതാണ് ഇന്നത്തെ സിനിമ രംഗം, നാണം കേട്ട സിനിമ രംഗം	Negative
15919	ഇത് .. ഉറുമിയിൽ .. ജഗതി ചേട്ടൻ .. ചെയ്ത വേഷം ആണോ ഉദ്ദേശിച്ചത് ... എനിക്ക് വയ്യ ... ഹ ഹ ഹ	Negative
15920	എന്തോന്ന് വർത്തമാനം ആണോടാ കോയ ഇത് കിളിച്ചുണ്ടൻ മാമ്പഴമോ	Negative
15921	ദൈവം പറഞ്ഞ ഒരു കാര്യത്തിനായി നീണ്ട എട്ട് വർഷം പ്രാർത്ഥിച്ച ലോക പ്രസിദ്ധ സുവിശേഷകൻ റെയ്നാഡ് ബോങ്കെ അനുഭവം ഈ പ്രധാനപ്പെട്ട സാക്ഷ്യം ശ്രദ്ധാപൂർവ്വം കേൾക്കുക !യേശു ക്രിസ്തു നിങ്ങളെ സ്വതന്ത്രരാക്കും !	unknown_state
15922	ഡയറക്ടർ സിദ്ധീക്ക് മമ്മൂട്ടിക്ക് മാത്രമേ നല്ല ചിത്രം ചെയ്തു കൊടുക്കുള്ളു ... ലാലേട്ടനെ താറടിക്കണം അത്രേയുള്ളൂ ആ നാറിക്ക് .... വെറുതെ അല്ല ഈ ഫിലിം ആന്റണി പെരുമ്പാവൂർ പ്രൊഡ്യൂസ് ചെയ്യാതിരുന്നത് ..... ലാലേട്ടൻ കാര്യങ്ങൾ മനസിലാക്കണം ....	Negative
15923	Captionil vidyasagar enn kandakond mathram ee video kanda njn. Vidya ji the melody king	Positive
15924	Sound athu screenil kanam  lalettan polikkum	Positive
15925	ദിലീപേട്ടനെ ഇഷ്ടപ്പെടുന്ന ചങ്കുകൾ ലൈക്കടിച്ചിട്ടു പോയാ മതി .... ഹേറ്റേഴ്‌സ് പ്ലീസ് സ്റ്റെപ് ബാക്ക്	unknown_state
15926	Mohanlal n ee veruppikal  nirtikuude... Enth kaaanichalum   stuthi  paadan kure koonathile  pans.....	Negative
15927	1:23  നീയൊക്കെ കൂടെ ആരാധിച്ച് ആരാധിച്ച് വളർത്തിയിട്ട്‌ അല്ല ഞാൻ നടൻ ആയത്  ഇതൊരു realetic Dailouge അണ ല്ലോ . Trailer വീണ്ടു വീണ്ടും കാനുന്നവർ like അടിക്കെ	unknown_state
15928	ഇതാ പത്മകുമാർ സാറേ പിള്ളേരെ വല്ലതും വിളിക്കണം ഡാൻസിന്  എന്ന് പറയുന്നത്. കണ്ണിന് താഴെയുള്ളത് പോലും കാണാത്ത തൂങ്ങിയ തൈക്കിളവീസായിപ്പോയല്ലോ 🤓🤓	Negative
15929	വില്ലൻ 2 ആണോ 🤣🤣🤣🤥  57 seconds ago	unknown_state
15930	Trailer adipoli anne paranjal pora vere levala	Positive
15931	Enda ariyila...vineeth ettan evdelum kanda mathi... Oru special kismath Anu...	Positive
15932	Super movie....... Best dialogues..... NARCOTICS IS A DIRTY BUSINESS...	not-malayalam
15933	Ee song onnil kooduthal kandavar aarokke und...?	unknown_state
15934	HAPPY BIRTHDAY NIVIN ACHAYA  Ichayan & lalettan fans nu like ivide adikkam	unknown_state
15935	ഇക്കയുടെ ചാവേർ പടകൾക് ലൈക്‌ അടിക്കാനുള്ള കമന്റ്	unknown_state
15936	Hi Gireesh, Orayiram ashamsakal ee udyamathinu.	Positive
15937	കീരിക്കാടൻ ജോസിനെ പറ്റി അമ്മ ഭാരവാഹി ഇടവേള ബാബു പ്രതിക്കരിക്കുന്നു	unknown_state
15938	ഞാൻ പഠിച്ച സ്കൂൾ ഞാൻ പഠിച്ച ക്ലാസ്‌ ആ അന്തസ്	Positive
15939	ഫീൽഡ്ഔട്ട്‌  nikker salman fans വന്നു കരഞ്ഞു തൂറുണ്ടല്ലോ	Negative
15940	ആശയ ദാരിദ്രം പിടിച്ച എഴുത്തുകാരോട് പുച്ഛം തോന്നുന്നു.. ഇവിടെയാണ് വയലാറും ശ്രീകുമാരൻ തമ്പിയുമൊക്കെ താരങ്ങൾ ആകുന്നതു.. ഇപ്പോഴത്തെ ഗാനരചയിതാക്കൾ പഴയ ഗാനങ്ങൾ ഓക്കേ കേട്ടാൽ പിന്നെ പേനയും എടുത്തു ഈ പണിക്കു ഇറങ്ങില്ല	Negative
15941	100 crore Box office gross collection നേടിയതറിഞ്ഞു വന്നവർ ഉണ്ടോ	Positive
15942	59 വയസ്സിലും ഇങ്ങനെ മാർഗം കളിക്കാൻ ലാലേട്ടനേ പറ്റൂ	Positive
15943	Trailer evidakkayo Katha muyavanayum kanikkunna pole........	Mixed_feelings
15944	ഈ പെണ്ണുങ്ങൾക്ക് കണ്ണ് കാണാനില്ലേ...  ശവ൦	Negative
15945	ജോജോയുടെ ചേട്ടന്റെ അഭിനയo അത് ഒരു അത്ഭുദം ആണ് unbelievable  super film first half full ചിരിപ്പിച്ചും second half full കരയിപ്പിക്കേം ചെയ്ത സൂപ്പർ film	Positive
15946	ഒരു കട്ട മമ്മൂക്ക ഫാൻ ആയ ഞാൻ മുക്കുത്തി എന്ന ഗാനം നിങ്ങൾ ഏവരെയും പോലെ തന്നെ കാത്തിരുന്ന കണ്ട ഗാനമാണ്. പിന്നാലെ കുറെ ഫാൻസുകാരുടെ കരച്ചിലും കേട്ടു .മുക്കുത്തി അവിടെ കണ്ടില്ല . ഇവിടെ എടുത്തു ,എല്ലാം പറഞ്ഞുകൊണ്ട് .. ഒരു ലോഡ് പുച്ഛം വാരിവിതറി കൊണ്ട് ഒരു കാര്യം നിങ്ങളുടെ ഓർമ്മയിലേക്ക് ധരിപ്പിക്കാൻ ആയിട്ട് ആഗ്രഹിക്കുകയാണ്. കാരണം നിങ്ങൾ എത്ര പേർ മൂക്കുത്തി എന്ന കലാരൂപത്തെക്കുറിച്ച് കേട്ടിരിക്കും എന്നറിയില്ല .അങ്ങനെ ഒരു കലാരൂപം ഇവിടെ ഉണ്ടായിരുന്നു .കുറച്ചുകൂടി എളുപ്പത്തിൽ പറഞ്ഞാൽ ആ കലാരൂപത്തിന് ഒരു മോഡിഫൈഡ് രൂപമാണ് ഇന്നത്തെ മോഹനിയാട്ടം. ചുരുക്കി പറഞ്ഞാൽ അന്നത്തെ കാലത്തെ ബാർ ഡാൻസ് തുല്യമായ ഒരു കലാരൂപമായിരുന്നു മൂക്കുത്തി. നൃത്തം ചെയ്യുന്ന നിർത്തകി എൻറെ മുക്കുത്തി പോയെന്നു പറയുന്നു. അവിടെ മദ്യപിച്ചു കൊണ്ടിരിക്കുന്നവരുടെ അടുത്ത് പോയി നോക്കുന്നു .അവരുടെ ഡ്രസ്സുകൾ മാറ്റി നോക്കുന്നു .ഇതായിരുന്നു അന്നത്തെ കലാരൂപത്തിൻറെ ഹൈലൈറ്റ്. അന്യം നിന്നു പോകുമായിരുന്ന ആ മൂക്കുത്തി എന്ന കലാരൂപത്തെ വള്ളത്തോൾ തിരിച്ചു പിടിക്കാൻ ശ്രമിച്ചു . അതിൻറെ ഭാഗമായാണ് മോഹിനിയാട്ടം രൂപംകൊള്ളുന്നത് പോലും. ഒന്ന് ആലോചിക്കേണ്ടത് ഈ സിനിമയുടെ ഭാഗമായി വരുന്ന ഒരു പാട്ടിൽ എത്രത്തോളം പഠനം നടത്തിയതിനു ശേഷമായിരിക്കും ആ മൂക്കുത്തി എന്ന കലാരൂപത്തെ തിരിച്ചു കൊണ്ടുവരാൻ ശ്രമിച്ചുരിക്കുക. എന്തായാലും ഒരുപാട് അഭിമാനം തോന്നുന്നു .ഒരുപാട് പ്രതീക്ഷയും.. ഇനിയും മൂക്കുത്തി പോയെ, മൂക്കുത്തി കണ്ടില്ല എന്ന് പറയുന്നവരോട് ഒന്നേ പറയാനുള്ളൂ. ചെമ്മീൻ ചാടിയാൽ മുട്ടോളം പിന്നേം ചാടിയാൽ ചട്ടിയോളം	Positive
15947	Promo kand kili poya le njaan	unknown_state
15948	Ith kidukkum.. ellarum Abhinayikkunath pole feel avanilla.. So Realistic..   #BoxOffic Hit Aavatte	Positive
15949	അല്ലേലും tcr ബേസ് ചെയ്ത് പടം ഇറക്കിയോ അത് ഗ്യാരന്റി ആണ്.. ജയിക്കും	Positive
15950	Thalaivaaa 🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩	not-malayalam
15951	മറ്റന്നാൾ വരുന്ന teaser ന് ഇപ്പോഴേ കട്ട waiting .  Linto kurian ന്റെ editing	Positive
15952	കരിക്കിലെ ലോലന്റെ പ്രേമം കണ്ടിട്ടുണ്ടോ  ഒന്ന് കണ്ടു നോക്കു 🤪  Share and subscribe us	unknown_state
15953	Aa urumi karakki adikkunnathu woe ROMANGIFICATION	Positive
15954	Trailer video പോലും പുറത്ത് വരുന്നതിനു മുന്നേ dislike program ആരംഭിച്ച മക്കൾക്കിരിക്കട്ടെ ഒരു നടുവിരൽ നമസ്കാരം!!!	Negative
15955	നമ്മുടെ ഇക്ക ഈ പ്രാവശ്യം വരുന്നത് ബോക്സ്‌ ഓഫീസിന്റെ സകലമാന റെക്കോർഡുകളും തകർക്കാൻ #mamangam ഇടി കട്ട വെയ്റ്റിംഗ് 🤩🤩🤩	Positive
15956	LUCIFER film kandittu trailer kanunevar ethra paerru	unknown_state
15957	നൈലയ്ക്ക് പറ്റുവോ? തുമ്പിയെ കൊണ്ട് കല്ല് എടുപ്പിയ്ക്കുന്ന പോലെ ആവുമോ? മഞ്ജു അല്ലായിരുന്നൊ കറക്റ്റ്? കാത്തിരുന്നു കാണാം...	Mixed_feelings
15958	Unni mukundan  mammotyude  achan  aanalle	unknown_state
15959	Adipoli feel gud trailer Dileep as santa   Dileepinu ee santa vesham nannayi cherunnundu  My Santa kuttikalkku ishta pedunna oru cinema ayirikkum ennu karuthi.... Athukondu ee cinema kananam ennonum indayirunilla.  But ento trailer kandappo vallandu ishtayi.....    Dileepettan  Magic	Positive
15960	eda rithwik nine njan theriparjilaloo ennitt ninte samkkaram kanichuvale f fff .valarthu dhosham nint ppp	Negative
15961	Lucifer fans hit like ഏട്ടൻ ഇഷ്ടം	unknown_state
15962	മമ്മൂക്ക വേറെ വേറെ വേറെ ലെവൽ  ഒന്നും പറയാനില്ല	Positive
15963	Oru vallaththa feel aan ee song.. NYC..	Positive
15964	ഇത് വേറെ എങ്ങോട്ടോ പോണ പടം തന്നെ...	unknown_state
15965	Vivek Oberoi ku vineethettan Annu sound koduthathennu arinju athu veendum kelkkan Vanna aarenkilumundo	unknown_state
15966	WE ARE WAITING FOR DERIC ABRAHAM	not-malayalam
15967	ജോസഫിനെ ഒരു വിധം അങ്ങു മറന്നു വരുവായിരുന്നു.. അപ്പോഴേക്കും വന്നല്ലോ പൊറിഞ്ചു.. മനസ്സിൽ ഒരു നീറ്റലായിട്ട്..	Positive
15968	Putiya channela onnu subscribe cheyamoo plzzz	unknown_state
15969	Etho varmukilin song um aayi oru saamyam	Mixed_feelings
15970	Nov 21 will gonna change Mollywood fate	not-malayalam
15971	All The Best Ikka... Njangal kathirikkunnu.. Ettan Fans	Positive
15972	Evideyekeyo oru pulimurugan background thonniyavar like adi	unknown_state
15973	Best....trailer adipoli ayal parayum ithu kanditu arum parayndaaà padam iragatte nnu....ippo paraynu trailer porannu....ini arum movie kanan povilleee	Mixed_feelings
15974	ആനന്ദം 25 കോടി ക്ലബ്ബിൽ കേറിയെങ്കിൽ  #ക്വീൻ ഒരു 30+ മുകളിൽ കേറും.....കാരണം ഈ സിനിമ മെക്കാനിക്കൽ പിള്ളേരെ ഏറ്റുഎടുത്തു	Positive
15975	Padam kanidit trailor kanan vanna arelum undo padam heavy 100 % mass entrtainer rajuetta.. Muthe	Positive
15976	Daily vann oru pathu thavana engilum repeat adich kaanunnath njn maathramaanoo..	Positive
15977	ഐ എം വിജയൻ സാറിനെ കണ്ടവർ അടി ലൈക്	unknown_state
