category	text
unknown_state	പടം കണ്ടിട്ട് പാട് കേൾക്കാൻ വന്നത് ഞാൻ മാത്രമാണോ..............
unknown_state	ഇതൊന്നും കണ്ട് നിക്കാണ്ട് പോയി കരിക്ക് കാണ് മക്കളെ
unknown_state	Ethra viewers aayi ennu nokkaaan vannar adi like.
not-malayalam	This movie deserve double Oscar
unknown_state	Views ഇന്നെക്കളും likes അന്നല്ലോ കൂടുതൽ 🤔
unknown_state	MARADONA june 22anuu kanilee Elarumm
not-malayalam	Trailor Looks sooo promising... shots and BGM looks like Pulimurugan 2. . We are waiting....
Positive	Peranbu ...Yatra ..raja ....ikka tripple strong aanu makkalae ....
Positive	Padam clss ann വേറെ level ayirikum
Mixed_feelings	Ithu kandappo oru vellimoonga style thonniyathu enikk mathram aano.... ithonnu kandu nokku
Negative	Look like Telugu movie # padam pottum
Positive	Dhey veendum mammookkayude azhinjattam kolamass chiriyum
unknown_state	Jimikki kammal kattond poyapol arkum oru paraathiyum illannu oru muukuthi poyapol enthellam parathikalaaa....
Positive	Hatssoff Mammukka  Ee Age lum   Pride Of India
Positive	ഇപ്രാവശ്യം ഓണം ഏട്ടനും പിള്ളേരും അങ്ങ് എടുത്തു
Positive	ഒരു ശക്തമായ കപാത്രം  ജോജു കൊട് കൈയ്യടി......
Negative	25 k dislike ivaneokke endu manushyarada? Nalladine nalladenn angikarikk
Positive	ദാസേട്ടന്റെ ആലാപനം, മമ്മൂക്ക on Screen കിടു കോമ്പിനേഷൻ, മാമാങ്കത്തിലെ ഏറ്റവും ഇഷ്ടപ്പെട്ട പാട്ട് ഇതാ
Positive	Ee oru song etra kettu enik enik ennan polum patoola..atrak kidilan song..pinne mammukka and dasettan 🥰🥰
Positive	ചരിത്ര സിനിമകളിൽ അഭിനയിക്കാൻ ബെസ്റ്റ് മമ്മുട്ടിയാണ്.തനത് ഭാഷ ശൈലിയിലും രൂപത്തിലും അഭിനയത്തിലും മികവ് പുലർത്താൻ മമ്മുക്കയ്ക്ക് കഴിയും..(മോഹൻലാൽ  ലൗ സ്റ്റോറി അഭിനയിക്കാൻ ബെസ്റ്റ്)
Negative	മാമാങ്കം എന്ന് കേൾക്കുമ്പോൾ ഞങ്ങൾ വള്ളുവനാട്ടുകാർക്ക് ഒരു ക്‌ളാസ്സിക് ഓർമ്മയാണ് ഉള്ളത് . അതിൽ ഐറ്റം ഡാൻസിട്ടു നശിപ്പിച്ചു
unknown_state	സുലൈമാൻ:ഇക്കാ കയർ കയർ.... അബ്ദു aka കുഞ്ഞാലി :ആ വേഗം കപ്പലിൽ കയർ .. സുലൈമാൻ: അതല്ല ഇക്കാ കയർ കയർ..
unknown_state	Sira avan shardichu Pakshe maala kittila  Ini idikkano.  Venda kutta oruttam
Negative	പഴശ്ശി രാജാ സോങ്  മ്യൂസിക്  ഇളയ രാജാ  ആയിരുന്നു.  ഇത്  m  ജയചന്ദ്രൻ നും..മൂക്കുത്തി.. മൂക്കുത്തി.. എഴുത്തിലും  ദാരിദ്ര്യം.
Mixed_feelings	Its just like srk fan movie
unknown_state	Pakka Antichrist dejjal team movie  Illuminati member lal & raj  Lal ne sradicho keralam avarude kaikalil povathirikkan
not-malayalam	Deii Rahul juttu Nee indha comment pathinaa like podraa
Positive	ഈ സിനിമ ഒരു ഫീൽ ഗുഡിനപ്പുറം എന്തൊക്കെയാണ് metaphorically  നമുക്ക്  കാണിച്ചുതരുന്നത്. കുടുംബ ഭദ്രതയ്ക്കൊരു redefinition.  Social normsന്റെയും സദചാരത്തിന്റെയും പൊളിച്ചെഴുത്ത്. മനുഷ്യ മനസിന്റെ ഉള്ളറകൾ..  ഇത് വിപ്ലവമല്ല, മനുഷ്യത്വമാണ്..!! ശ്യാം  പുഷ്ക്കരൻ
Positive	Nda monne poli oru rakshem illa
Positive	Raja serious aane rooombaa serious  ith kidukkum🤞 Mammukka
Positive	ഈശ്വരാ, മലയാള സിനിമ ഇതെങ്ങോട്ടാ, 2020 നെ Mollywood അങ്ങെടുക്കുവോ
unknown_state	HD കരോക്കേകൾക്ക്   ലിങ്കിൽ കേറി വാ മക്കളേ
not-malayalam	192k views.. 190k likes.. 19k dislikes..🤔🤔
Positive	Ikkka   ika.....  WaitiN mamanGam
Positive	ഇത് കണ്ടപ്പോൾ തമിഴിലെ രാച്ചസൻ ഓർമ വന്നത് എനിക്ക് മാത്രമാണോ? Anyways excellent trailer
Positive	Pokiri raja reloaded  Katta waiting  Madurai raja
unknown_state	Uyiril Thodum Thalir  Viralavane Nee … Arike Nadakkane Alayum  Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil  Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil  Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle  Kaattee Chillayithil Veeshane Kaare Ilayithil Peyyane Melle Theeramithilolangalolangalay Nee Varoo….  Uyiril Thalodeedum Uyirayidum Naam…. Naamorunaal Kinakkadalil Chennayumiru Nilaanadiyay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Thudarumo?
Negative	Idu ettu nilayil pottum....mommoty vannu thalli marikkum endammo chali
Positive	Hindu kalku mahiravan islaminu ebileesu christianikalkku LUCIFER
Positive	Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka
unknown_state	Wait  cheithu  maduthu  ennirangum  padam  ??
Negative	Arada e dislike adikune e video ntha nine oke vann chorinjo
Mixed_feelings	Mammotide thalayude vfx bigiline vettichu enn parayan paranju....
Negative	അന്തസ്സ്  ഇതിലും ഭേദം സുരേഷ് ഗോപി 🤣
unknown_state	Lalettan  nthaaa lukkkk Lalettan fans like me
Positive	എങ്ക പത്താലും നീ... എന്താ മമ്മുക്ക.. ഞങ്ങൾക്ക് Rest ഒക്കെ തരണട്ടോ
Mixed_feelings	Avishyam undo ippam inganthe oru cinamakku????BGM kolla
Positive	Nammude prithvi amgane veruthe onnum direct cheyillalloo... Lalettante kure nallukalyi irangunnathil aattavum nalla movie....
unknown_state	Adhyam ee song kettappol ishtapedadhe pinneedu movie kandittu pattu ishtapettavar undoo.... Hit like
Positive	ikkkayuda padayalikalk like adikkan ulla noolu
not-malayalam	Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting
Negative	Kure avanmarirangeettundu unlike cheyyan uluppundodee Ninakkokke
unknown_state	Hayyama ethra vada ini oru glass kattanum
Positive	Ente Laletta ingaku maathre ith cheyaan pattulluta
unknown_state	Pattuvanenkil aa bgm koodi release cheyyanam
Positive	ബോക്സ് ഓഫീസ് തൂഫാനാക്കാൻ അവനെത്തി bigbrother   www.youtube.com/rahulphotoshoot
Negative	Padam pottum... Charithram akanamenkil marakkar varanam
Negative	ഇത് ന്താ മരണ വീട്ടിലെ trailer aano
Positive	Nice song....  E film vere level akum urappanu
unknown_state	വീണ്ടും വീണ്ടും കാണാൻ തോന്നുന്നത് എനിക്ക് മാത്രമാണോ.?
Negative	Lalettante face kandittu sankadam maatram ennalum ente stree kumara menone naari
Positive	എന്താ ഇത് ഐറ്റം ഇക്ക ഇത്ര പ്രതീക്ഷിച്ചീല
Negative	Oru Anya Basha  tharathekoodi role kodukkamayirunnu
Positive	ദേ കിടക്കുന്നു അടുത്ത psycho!!! Waiting
unknown_state	Chaver 100 adikana day asurante entry
Negative	Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu. Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam
unknown_state	Ithil ulla pala seenum illallo padathil
Positive	Njan cinema kandu pwoli filing anu
Positive	ലാലേട്ടൻ പൊളിച്ചു കിടുക്കി തിമിർത്തു  ലാലേട്ടൻ ഫാൻസ് ഉണ്ടെങ്കിൽ ലൈക്ക് അടിക്ക്
Mixed_feelings	Sorry to say but ഇത് ഒരു average അനുഭവം ആയിരിക്കും
Positive	Vere feel ane mone e  song
Negative	Poli padam njn ella mammooty movies kanarundu itrekku disapointed akkiya oru movie aduthundayittilla
Positive	dislike adikkan vannavar polum like adich madangya item🤑
unknown_state	Comments vayichu chirichu oru paruvam aayi
Positive	മമ്മൂട്ടിയെ മഹാനടൻ എന്ന് വിവരം ഉള്ളവർ ഒന്ന്കൂടി വിശേഷിപ്പിച്ച ആ *സ്ത്രീവേഷം*.    വിരോധികൾ (മറ്റു ഫാൻസുകാർ) മനഃപൂർവം എഡിറ്റ്‌ ചെയ്ത് കളിയാക്കിയ ആ സ്ത്രീവേഷം   വിരോധികൾ പോലും രഹസ്യമായി നമിച്ചുപോയ ആ സ്ത്രീവേഷം
unknown_state	ദിലീപേട്ടൻ fans ഇവിടെ like അടിച്ചു പൊട്ടിക്ക്
Positive	Time @2:03 am....ethu kanditteee urangan pogunullu.....nale Kanan bakki vachillaa ennu thannee kanannm.... waiting to see #lal
Positive	Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli
unknown_state	Valsyam enna otta cinema kond ente hridhayathil pathinju poya megastarnu dheergayussum arogyavum nerunnu. Hbd Mammukka
Positive	ചുരുണ്ട മുടി ഇഷ്ടമല്ലായിരുന്നു but ഇവളെ കണ്ടപ്പോൾ ചുരുണ്ട മുടിയുള്ള കുട്ടികളോട് പ്രത്യേക ഇഷ്ടം
unknown_state	USA OK.....  INDIA NOOO.....
Negative	ഇജ്ജാതി ഗതികേട് 2 ദിവസം മുന്പേ പ്രീമിയർ ഇറക്കുന്നു
Positive	Oh mass o mass laletta katta waiting....Bgm
Positive	അടിപൊളി  trailer 🤩🤩🤩
Positive	Enthokke paranjalum paattu super anuu ...veendum veendum kelkan thonunna nalla song anuuu....
Positive	ഡാൻസ് കളിക്കിടെ അതിന് അനുസരിച്ചു മുഖഭാവം കൊടുക്കാൻ ലാലേട്ടൻ കഴിഞ്ഞേ ആരും ഉളളൂ
not-malayalam	Kerala's Golden Film... Lalettan is MONSTER
Positive	ഈ ede കണ്ടതിൽ വെച്ച് ഒരു ഒന്നാന്തരം ട്രയ്ലർ  . Super Cutss
unknown_state	ഇത് pirats ഓഫ് caribian annu bri
Positive	Super tamil physco movies aya rakshasan ne kadathi vettum
unknown_state	1:01 raju ettan as zyed masood
unknown_state	Nalle Bengali sidill ninee valichaa tiranuluu ninda Japan 🤣
Positive	Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra
Positive	Melle theeramithil olangal olangalaayi nee varuuuu Ee variyil addictaayavar aaroke
Positive	ഇക്ക മാസ്സല്ല മരണമാസ്സാ ...   Abrahaminte Santhathikal Kidu Status Video     Max
Mixed_feelings	Bro eee trailer okke nalla page il ittal vere level range ethum, enthaaanu bhai
Positive	Yeshu njammak aryatha aalonuallalo ;) #ithpwolikkum
Positive	പ്രക്യതി സ്നേഹികളും നാച്ചുറൽ മൈരുകളും ആ സൈഡിലോട്ട് മാറി നിക്ക് കളി മ്മടെ ജോഷി അണ്ണൻ കാണിച്ചുതരും ആ പഴയ ഫോമിൽ അണ്ണൻ തിരിച്ച് വന്നെന്ന് പറഞ്ഞേക്ക്
Positive	Super movie lalettan oru rakshella
not-malayalam	Vera level trailer. Support from tamil nadu
Positive	trailer kandu...ishtapettu...oru kaaryam parayanm ente vekthiparamaya abhiprayam aanu...sfi ye campusil kaanikkuna oru scene njn ithil kandu...oru penkuttyod chuvapp dress ittukond campusil varanm enn parayunna scene..oraaalu eth colour dress itt campusil varendath enn theerumanikunath ayalude swantham ishtaprakaram aanu..ayalude aa vekthiparamaya theerumangalkku thadasam undakkao..ayalude veksthiswantathrayam ilatahakkano...oru prasthanathine upayogikkendathayi undayirunnila...sfiye ivde ingane kaanikumpo atha aaprasthanathinu nere undakuna negative comment maatram aanu...ithupolokke ullath ozhivakiya kollaam aayirunnu...enthayalum all d bst for team #queen
Positive	Nta ponno nigal Vera level ahnata
unknown_state	പൂർണമായും ബഹറിനിൽ ചിത്രീകരിച്ച ഒരു web series ആണിത് കുറെ അധികം പരിമിതികളിൽനിന്നുകൊണ്ട് തയ്യാറാക്കിയതിന്റെ പോരായ്മകളും ഉണ്ടാകും എങ്കിലും നിങ്ങളുടെ സഹകരണം പ്രതീക്ഷിക്കിക്കുന്നു ,please support
unknown_state	പടം ഒന്നിൽ കൂടുതൽ കണ്ടവർ ലൈക് പ്ലസ്
unknown_state	Aa posteril kanda hand GOTil ullatalle
unknown_state	നിനക്ക് മാത്രം എന്താടാ എന്നോടിത്ര ചൊറിച്ചില്
unknown_state	Avasanam iluminati varumo??? Ippo mikka pritviraj  padavum anganaanallo
unknown_state	Mamangam trailer varaathath kond ivide vannavar onn like cheythe
Positive	Wowww.. Amazing.. Katta waiting.. Ikka and unni.. Super..
Positive	#അച്ചായൻ കൊല മാസ്സ്.. ഒരു രക്ഷയുമില്ല...
unknown_state	Kgf kaanada
unknown_state	please ellavarum onnu ee link il kerii like cheyoo
Positive	ഇ ചെറുപ്പക്കാരൻ ഇത് എന്ത് ഭാവിചാണ്. കട്ട വെയിറ്റ് 🥰🥰🥰🥰
Positive	oru rakshayillaaaaaaaaaaa . mass nte extreme
unknown_state	2019 ഒക്ടോബറിൽ കേൾക്കുന്നവർ ഉണ്ടോ ഉണ്ടെങ്കിൽ ഒരു ലൈക്
Positive	Kandirikum..december season jayettan lelathil angu pidichunu paranjekk kta..jayasurya fans oru like adiche....
Positive	Rajuettan director ayath kond ith jaikkuvairikkum
Positive	എബ്രിഡ് ഷൈൻ ആ പേര് തന്നെയാണ് പടം കാണാൻ പോകാനുള്ള കീ ഫാക്ടർ
Negative	Dislike adichavar mamooty fans ayatinal onnum parayanilla. Raja 3 strong adaaa. Ijjati mammunniss
Positive	Ittichante vaka oru sample hitum koodi
Positive	Peranbinu shesham raja 2 diffrence character mamookaada ഇതാടാ നടൻ ഇതവണമട  നടൻ  mamooka
unknown_state	1.3 k dislike adichath eath kundamaran
Mixed_feelings	Sorry to say. Odukkathe kali aakathirunna mathiyayrunnu.
unknown_state	Mammootty  Unni Mukundan  Prachi Tehlan  Siddique  Achuthan Anusitara Iniya Kaniha Tarun Arora Suresh krishna  Manikuttan Sudev nair Manikandan
Negative	Mammootty fieldoutaayi ennu rodhikkunna fans ee trailor kandittu vaayil viralitottirikkayaaanu
unknown_state	Oru doubt ithil ethu kalakhattamanu kanikhunnathu
unknown_state	ഈ പ്രൊഡ്യൂസർ മറ്റേ ചേട്ടൻ അല്ലെ... ജോബി ജോർജ്‌
Positive	Huge support kanaum alla lalettan fanail ninum.
Positive	മമ്മൂക്ക ഒരു മുഴുനീള പാട്ടിൽ ഡാൻസ് കളിച്ചു കണ്ടതിൽ സന്തോഷമുണ്ട്.. കുറച്ചു ഭംഗികേടായി തോന്നുന്നുവെങ്കിലും കഥയുടെ സാഹചര്യം തെറ്റുപറയാൻ കഴിയുന്നില്ല.. കുറച്ചു പോരായ്മകൾ മാറ്റി നിർത്തിയാൽ ഒരു മികച്ച ചിത്രം.. ഡീ ഗ്രേഡ് ചെയ്യുന്നത് വളരെ മോശം
Negative	BGM maati pidi gopiyanna. Powli BGM edu
unknown_state	Govt school pillar ku like adikkan ulla place
unknown_state	ഒരു മൂകുതിക്ക് വേണ്ടി ഒരു ഡാൻസ് കാഴ്ചവെച്ച ഇവളാണ് നമ്മുടെ നായിക
Positive	പടം പ്വോളിച്ചു ജോജു, nayla, ചെമ്പൻ, super ആക്ടിങ് .. rating4.15/5
Positive	Suraj Ettan nn kuruch koodi screen time kodukayirinu... Prithiviraj de direction reference kaliki  Overall pwoli padam
unknown_state	Nammude ravi annante directionil oru padam kaanan kodhikkunnavar like adiche
Negative	ഇപ്പോൾ രണ്ട് സങ്കികളുടെ channal show മാതിരി ഫുൾ കോമഡി ആണല്ലോ
Mixed_feelings	Trailer nirasha peduthi padam nannaya mathy...
Positive	Nice,,,,, bgm രാക്ഷസനെ ഓർമപ്പിക്കുന്നു, anyway പൊളിച്ചു.... പടം കാണാൻ തോന്നും trailer കണ്ടാൽ
Negative	ഇപ്പോൾ നല്ല നടന്മാരുണ്ടു്: അതവിടെ നില്ക്കട്ടെ. സിനിമ കൊണ്ടു് കേരളത്തിൽ ഉണ്ടായ പുരോഗതിയെന്ത്.? ലോകഠ പട്ടിണിയിലേക്ക് നീങ്ങുകയാണ്.കൃഷിയെ പ്രോത്സാഹിപ്പിക്കും വിധം എന്തെങ്കിലും പ്രമേയമുള്ള സിനിമയുണ്ടോ? ഇല്ല. ഇന്ന് ഗൾഫിലുള്ള വരുമാനം കൊണ്ട് കേരളം മുന്നോട്ട് പോകുന്നു. അത് അധികനാളില്ല: എന്നിട്ടും ക്രിക്കറ്റും സിനിമയുടെയും പുറകിൽ.കേരളം ഇപ്പോഴാണ് ഭ്രാന്താലയം.
Positive	സ്വാസികയുടെ ഇനിയുള്ള ജീവിതത്തിൽ ഈ സിനിമ ഒരു പൊൻതൂവൽ ആവട്ടെ...
unknown_state	8 million avvum ennu orappullavar like addichha
Positive	Ith polikun Nighal ath parayunnu Polikumo illayo Polikum akil like cheyu
Positive	മോസ് &  കാറ്റിന്റെ സെക്കന്റ് പാർട്ട് ആണേൽ 100 കോടി ക്ലബ് ൽ കേറുമെന്ന് ഉറപ്പാ
Positive	Aliyaaa Anne kismathum eeedayum kandaaa mathi eath levelennuuuuu.......
Mixed_feelings	1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..
unknown_state	വില്ലൻ എവിടെ വില്ലൻ...???,.,  ഫഹദ് ഇക്കാനെ കാണുമ്പോൾ മഹേഷിന്റെ ലുക്ക്‌ തോന്നുന്നു
unknown_state	Mamankam FDFS arokke indakkum like adichhee
not-malayalam	Mammukka.. lalettan.. legends of malayalam cinema
unknown_state	Da kunna valla thaggu karan podaaa
Negative	ജിമ്മിറ്റിന്ടെ ബിഗ് ബ്രദർ....  ഗുഹന്റെ ഷൈലോക്...  ഫ്ലോപ്സ് ലോഡിങ്...
Positive	മിഥുൻ ചേട്ടാ  ഇങ്ങനത്തെ ഐറ്റം കയ്യിൽ വെച്ചിട്ടാണോ കോമഡി ഫിലിംസ് ചെയ്തിരുന്നത്. 🤩
Positive	ഈ paattile മമ്മൂക്കയുടെ വേഷത്തിനെ പറ്റി രണ്ടഭിപ്രായങ്ങൾ കാണും... പക്ഷെ ഇത് പാടിയ ശബ്ദത്തിനെപ്പറ്റി ഒന്നേ പറയാനുണ്ടാകൂ....  ദാസേട്ടൻ
unknown_state	ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പോയി പറ സാറേ...
Positive	Vineeth ettante film aayathukondu super aayirikum urappaaa
Positive	മലയാളത്തിന്റെ അഭിമാനമായി മാറുന്ന ഒരു ഗംഭീര ത്രില്ലർ സിനിമ ആവട്ടെ! വളരെ പ്രതീക്ഷ തരുന്ന ട്രൈലർ
Positive	Ijjathi padam 100% clean entertainer, ഇത്രയുമധികം ചിരിപ്പിച്ച ഒരു പടം ഈ അടുത്തൊന്നും ഞാൻ കണ്ടിട്ടില്ല.
Positive	എന്തൊക്കെ പറഞ്ഞാലും സുരാജേട്ടന് ആ യുണിഫോം നന്നായി ചേരുന്നുണ്ട്
Positive	Cinema odiyan pole hit aavatte ennu ashamsikkunnu
Positive	മാമാങ്കം തിയേറ്ററിൽ ചരിത്രം തീർക്കുകയാണ് അതിനിടിയിൽ അസുരന്റെ വരവ് അറിയിച്ചു SHYLOCK
Negative	Padam flop aavm Enna Kaaryathil oru doubtum illa....
Positive	ഇതു ഞങ്ങളുടെ സ്വന്തം ചരിത്ര പുരുഷൻ...ചന്തുവായി, പഴശ്ശിയായി, അംബേദ്ക്കറായി ചരിത്രം സൃഷ്‌ടിച്ച മമ്മുക്ക മമാങ്കത്തിലൂടെ വീണ്ടും നമ്മളെ വിസ്മയിപ്പിക്കും..
Mixed_feelings	ഇതൊക്കെ പോയി സ്കൂൾ പിള്ളേരോട് പറ സാറേ  ലൂസിഫറിലെ അതേ രീതിയുള്ള ഡൈലോഗ്... പടം ഇനി എന്തരാകുമോ... തള്ളെ കാണാം പടം പൊളിയാതെ ഇരുന്നാൽ മതിയാരിന്നു
unknown_state	ALL KERALA THALAPATHY BLOODS WISHES MOHAN LAL
Negative	അയ്യോ 100കോടി വെള്ളത്തിൽ വളിയിട്ട പോലെ ആകുമല്ലോ ഇതിപ്പോ ഈ ചുണ്ടൻ മാമ്പഴം to എന്ന് പേരിട്ടാൽ പോരെ അതല്ലേ അതിൻറെ ഒരു ശരി കുഞ്ഞാലി മരക്കാർ വേറെ വരുന്നുണ്ട് ചരിത്ര നായകൻ ആ നായകൻ ഒരാൾക്ക് മാത്രമേ കഴിയൂ മെഗാസ്റ്റാർ വേറെ ആരും ഒന്നും ചെയ്തിട്ട് കാര്യമില്ല ഒരു രക്ഷയുമില്ല
unknown_state	Comment vaayichathu kondu video sradhikaan pattiyilla..athond Veendum kandu ..ippo VeendumIni ethra vettam kaanumenn dhaivathinu ariyaam    Edits:- ikka uyir
Positive	Nokiko makkale ee padam korachokke onnu oodi thoothu varum orappa
unknown_state	Ith hang ano.. kure neram aayit views il change ilallo
Positive	മമ്മൂക്ക ഫാൻസിന്റെ എല്ലാവിധ ആശംസകളും...ഇക്കാ ഫാൻസ് ലൈക് അടിക്കു...
unknown_state	Mukkuthi....njane kandullu....njan mathrame kandullu....varu manuetta 🤣
Positive	ദാസ്സേട്ടൻ  ഇക്ക  M. ജയചന്ദ്രൻ  കൂട്ട് കേട്ട്  അടിപൊളി
Positive	Mass pakka mass lalettaaa #poli
unknown_state	arandaaa aranda  thallu udakkunath arandaaa
Positive	ഈ വേഷം ചെയ്യാൻ ഏതൊരു കംപ്ലീറ്റ് ആക്ടറും ഒന്ന് അറയ്ക്കും.. ബട്ട്‌ അത് ഇത്ര പെർഫെക്ഷനിൽ ചെയ്യാൻ ഇങ്ങേരെ കൊണ്ടേ പറ്റുള്ളൂ
Positive	Sushin shyam oru rakksha illa waitting kumbalanghi nights
Positive	ഇതു ജോഷി സാറിന്റെ പടം തന്നെ ആണോ.     വളരെ update ആയിട്ടുള്ള direction
unknown_state	സ്വപ്ന സഞ്ചാര ഭൂമിയായ മഞ്ഞുവീഴുന്ന  മണാലിയിൽ ഒരു ദിനം Pls watch -Share -Subscribe
Positive	Appo Christmas rajuettanum surajettanum angu kondu poyi
unknown_state	Odiyan Manikyan Varunnu Makkale.. Koottare iniyanu Kali.... Oooo Odiyan Odi odi odi odiyan......
unknown_state	ബോക്സ്‌ ഓഫീസ് തൂക്കിയടി ലോഡിങ്... ഇതിനിടയിൽ മാമാങ്കം 100 cr ആണേ മോനുസേ
unknown_state	Mookkuthi ningalude mookkil thanne und. Pinne enthinna engane oru patt
Negative	എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു... കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം... ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു... മമ്മൂക്ക ക്ഷമിക്കണം..
Negative	20k dislike adichavan okke ethu guhayil irikkuvano entho
Positive	ന്റെ മ്മോ..ഇക്ക പൊളി പൊളി പൊളിച്ചു.. ഒരു രക്ഷയുമില്ല മക്കളേ
Mixed_feelings	Evdeyo SRK FAN movie pole FAN V/S SUPERSTAR
Positive	മാമാങ്കം മാസ് അനുഭവവും,സാന്റാ ഒരു feel good അനുഭവവുമാകുമെന്നുറപ്പ്.ഈ ക്രിസ്മസ് ഡബിൾ സ്ട്രോങ് !!🤩
unknown_state	മൂക്കുത്തി നിനക്ക് ഉണ്ട് ഉണ്ട് ഞാൻ കണ്ടു  മമ്മുക്കനെ മമ്മുക്കനെ കണ്ടില്ല
Positive	ഇജ്ജാതി bgm. Vere level. Pwlichuu. Thakarthy. Mammookkka.
unknown_state	നല്ല രുചിയുള്ള റെസിപ്പികൾക്കു lisas flavours കാണുക.
Negative	ആഹാ ഇതുവരെ ആരും പറയാത്ത ഫ്രഷ്‌ making 🤣
unknown_state	KATTA  ETTAN FANS CANT SCROLL WITHOUT LIKING AND SUBSCRIBING THIS POST  AND ME
Positive	പാട്ട് ഇഷ്ടപെടാതിരിക്കാൻ ഞങ്ങൾ അത്ര കടിനഹൃദയരൊന്നും അല്ല ...
Positive	ഒരു ഗുഡ് ഫീലിംഗ് മൂവി ആയിരിക്കും 100%guarenty
Positive	wowwwww..... dileepeattaaaa love u.... katta waiting... ee Xmas santayodoppam....
Positive	ഈ ഓണം ഇട്ടി ഇച്ചായൻ അങ്ങ് എടുത്തു എന്ന് പറഞ്ഞേക്ക്
unknown_state	LALETTAN UYIR  ALL LALETAN BHAKTHANS HIT LIKE HERE
not-malayalam	Once king is always king mammookka
Positive	ഈ പടം വിജയിച്ചാൽ അത് പൂവൻ കോഴികളെ കൂടി വിജയമാണ് 🤩
Positive	Hvy bgm.... Hvy trailer....... Hvy massssssssss...... Ikkaaaaaaaaaa polikkumm.... Romanjam kond irikan vayya.... Ikka inga polikkum
unknown_state	ONCE UPON A TIME THERE WAS A കള്ളൻ and a പോലീസ്
Negative	Itrayum nalla Padam ee oola channelil enthinna ittee
Positive	ഞാനും കണ്ടു കുമ്പളങ്ങി െനെറ്റ്സ് .  പ്രതീക്ഷിച്ചതിലും മുകളില്‍. മനസ്സ് നിറച്ചു.
Mixed_feelings	E comments il parayunnathra oola song aayit enik thonniyilllaa... kettirikkan oru impamokkke und... jimmikki kammal polokkeyulloru song.. Athra thane...  but a songile nadi... iniya alla.. matte heroine.. enthoru height aanu anthinu.. oru mathiri eduppu kuthirapole..
Positive	Ikka yude fitness at this age...vere level
Positive	Nalla padam aanu enthinu aanu thallu padam ennu paranyunne nn mathram ariyilla.nalla degrading ind
unknown_state	Ith  hit akum enn urapullavar. Hit like here
unknown_state	പെയിൻറിംഗ് സംബന്ധമായ അറിവുകളും ഡിസൈനുകളും ഞങ്ങളുടെ ചാനൽ സന്ദർശിക്കുക അതുപോലെ സബ്സ്ക്രൈബ് ചെയ്യുക യുകെ ഞങ്ങളുടെ ചാനൽ topstyle home painting service
Negative	ഒരു പ്രേക്ഷകന് എന്ന നിലയിൽ പറഞ്ഞാൽ വളരെ മോശം ആണ് , ഇ പടം പൊട്ടുമോ എന്നൊരു സംശയം ,  പാട്ടുകൾ താനെ ഇഴഞ്ഞു ആണ്  നീഗുന്നതു , ഉണ്ണി മുകുന്ദൻ അഭിനയം ഒരു പ്രതീകശ തരുന്നില്ല ,
unknown_state	ഏത് ഫീൽ ഡാ നോകീറ്റാമ്പൊ...  നല്ല മജെ ആയിന്
unknown_state	Aadyam kumbalingi nights kanan poy. Pinne baby mole kanan poy..
Positive	Ente ponneda uvv ee
Negative	ipozhe 48 unlike samshayam illa bengalikal thanne
