text	category
ನಮಸ್ಕಾರಗಳು ಗುರುಗಳೇ	Positive
Vishal movie remake	Negative
@Ambrish Mallad luccha fans nimma luccha suderpdu movie nodo Ella flop agtive side actor get fit baavali age eddane balegaara correctagi tindu barlike hell baavali🤣🤣	Negative
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs irbahudh... but avn mundhe neen yavathidru baccha.. nnNenp idko ondh kanmada actorna nodi beliyodh kali. Adhna bittu avn hero ivn baccha anbeda. Nan Dharshan fan sudheep fan yash fan rakshith shetty kannada actor ellar fan..avr yaro obbaninda kannada film belyall kanale..	Negative
Lo hucch baddimagne	Negative
Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi	Negative
ಡಾನ್ಸ್ ಸ್ಟೆಪ್ಸ್ ನೋಡ್ರೆ ನಮ್ ಶಂಕರನಾಗ್ ನೆಂಪಾಗ್ತಾವ್ರೆ. ಆದ್ರೂ ಸಾಂಗ್ ಸೂಪರ್ ಮತ್ತು ಡಾನ್ಸ್ ಸೂಪರ್. ಸಿನೆಮಾನೂ ಸೂಪರಾಗಿರುತ್ತೆ	Positive
Adu igala 1960 ali nadedidu doctor incident	Positive
ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರ ದ್ವನಿ ನಾರಾಯಣನಿಗೆ ಹೇಳಿ ಮಾಡಿಸಿದಂತಿದೆ..	Positive
Bro game name	Mixed feelings
Heloke padagale siktilla anno padakke artha sikkkantagide	Positive
Anjali Devi hi	not-Kannada
ನೈಸ್ ಸಾಂಗ್ D ಬಾಸ್	Positive
ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	not-Kannada
Super film  srimannarayana	Positive
Bro nivu adthiro game yavudu	Mixed feelings
@P h Ahamad Bava ಅಣ್ಣ ಒಂದೆರಡು ಪದ ಬಿಟ್ಟು ಇನ್ನೂ ಉಳಿದ ಪದ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಇದೆ ಅಲ್ವಾ?	Mixed feelings
Super song .......But movie realise agi 1 week adamele bidabekithu.......	Negative
Ondu trailer cut madak saryag baralla.trailet nodokke kasta agthide	Negative
Yalru Hands Up Madi Avane Srimannarayana	Mixed feelings
Good morning mam	unknown state
Please re- release madi movie..nodade eiroru tumba jana eidare .. wait madtidare theater alli nodoke.	Positive
Nagaraj Shankaranavar Nagaraj Shankaranavar	not-Kannada
Shankar Nag Nenapugalu	unknown state
Enta super song	Positive
Theatre alli noduva movie alla alle ye .	Negative
nim taste gottaythu.. nthaavu dandupalya-5 ge wait maadta idiri alva	Mixed feelings
ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗೆ ದಯವಿಟ್ಟು ಸಪೋರ್ಟು ಮಾಡಿ	Positive
Namm uttar karnataka style..... nMastha Mastha huliii	Positive
Edu charitre srustiso Avatara awdu annuvavaru like madi	Positive
Sir madam ninmna once aldru meet mada beku	unknown state
ಶುದ್ದ ಕನ್ನಡದ ಸಂಗೀತಕ್ಕೆ ಸಾಮಾನ್ಯ ಕನ್ನಡಿಗ ನಿಂದ ಧನ್ಯವಾದಗಳು	Positive
Naavu maduvakelasa Namma athmabhimanakke dakke baradanthe badukuvude hemmepadabekada vishayaviddare Hat's off you congratulations	Positive
Film matra sakattagide	Positive
@Sushma Prasad thank uu	Positive
ಓಳ್ಳೆ ಕಥೆ ಬಹಳ ವರ್ಷ ಆಗಿತ್ತು ಕೇಳಿ	Positive
Hands UP​... ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ... #ASN waiting for you	Positive
ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ	Mixed feelings
@Nandi Parthasarathi ninamman shata kilaka helde baa antha gandu	Negative
ಇಂಥ ಕಥೆ ಹುಟ್ಟುಹಾಕಿದ ಮಹಾನುಭಾನಿಗೆ ನಮೋನಮಹಾ	Positive
E bevrcgal maneli yavandru sathidre sari erodu	Negative
ಕಲರ್ ಫುಲ್ ಆಗಿದೆ	Positive
Histu hellidri adre nimma background video pubg du kudanu Chinese howrde alwa first ninu pubg na stop madinNinu heliddu nanu tappu andilla adre hobbarige helo munche nanu correct agirabeku  k manDon't feel bad anna	Negative
ಸೂಪರ್ ಹೊಸ ಪ್ರಯತ್ನ	Positive
Prakash Bhagoji x TC chnGood	not-Kannada
ಇದರಲು ಅಂಗ್ಲ ಇದೆ	Negative
Modalu ninu pubj band madu nanu tik tok  down load madilla nanu use made Ella please delete from pubj	Negative
Super bro 🤣🤣🤣🤣	not-Kannada
18min agidde gottaglilla	Positive
Hi sir supnHasage  eddastu kalu chachu  nAnno gadae evattu nim nudigalu gottyatyu sirnUr grate sir	Positive
@akshay kumar Guru nan movie na first week theater nalli nodde I liked movie and referred my friends to see movie ಯಾರು ನೋಡಲಿಲ್ಲ ಅಂಥ ಅಂದ್ರೆ ನಾನ್ ನೋಡಿಲ್ಲ ಪ್ರೋತ್ಸಾಹ ಕೊಟಿಲ್ಲ ಅಂಥ ಅಲ್ಲ ದಯವಿಟ್ಟು ನೋಡ್ಕೊಂಡ್ ಮಾತಾಡಿ ನಮ್ಗೂ mathadokke ಬರುತೆ	Mixed feelings
Yakandre sariyagi promotion madilla	Negative
Yen Clarity Guru nivu madiro video	Positive
@Nandi Parthasarathi Loo Sisya nin Yello erodu	Mixed feelings
Hudgir comment hodadre yast like billatavala	Mixed feelings
We Support Swamake Movies	not-Kannada
ಜಾಸ್ತಿ ಕಾಯುಬೇಡಿ ಈ ವಿಡಿಯೋ ನೋಡಿ   ಹೆಸರಾಂತ ಹಿಂದಿ ಟಿವಿ ಚಾನೆಲ್ ಜಿ ನ್ಯೂಸ್ ನವರು ಸೆರೆ ಹಿಡಿದಂತಹ ನೈಜ ಘಟನೆ	Positive
Love you boss	Positive
So interesting film	not-Kannada
Super video bro	Positive
ಉತ್ತರ ಕರ್ನಾಟಕದ ಭಾಗದಲ್ಲಿ ನಡೆದ ನೈಜ ಘಟನೆ ಆಧಾರಿತ ಕಥಾ ಸಂಗ್ರಹ	unknown state
ಅಚ್ಚ ಕನ್ನಡ ಹಾಡಿಗೆ HANDSUP ಎಂಬ ದೃಷ್ಟಿ ಚುಕ್ಕೆ.	Positive
ಮೊದಲು ನೀನು ಧರ್ಮದ ಬಾಗೆ ನಿನಗೆಸತು ಗೊತ್ತು ಹೆಲ್ಲು	unknown state
ಸೂಪರ್ ಆಗಿ ಇದೆn ಕೆಜಿಎಫ್ ಮತ್ತು ಅವನೇ ಶ್ರೀಮಾನ್ನಾರಯಣ ಇಂತಹ ಅನೇಕ ಕನ್ನಡ ಸಿನಿಮಾಗಳು ನಮ್ಮ ಕನ್ನಡಕ್ಕೆ ಬೇಕು ನಮ್ಮ ಕನ್ನಡ ಸಿನಿಮಾಗಳು ರಾಷ್ಟ್ರ ಮತ್ತು ದೇಶ ಮಟ್ಟದಲ್ಲಿ ಬೆಳೆಯಬೇಕು	Positive
Hauda angadre hogi avn tunne unnu	Negative
Vijaya prakasha voice is amazing song super	Positive
Ultra ultimate  song	not-Kannada
Nice janapada shyale	Positive
Avane nam huduga.	Positive
@Mad Titan Zoom ultra modem	unknown state
Evarge tik tok elde kakkasu agola anusutte	Negative
Sir hagadre namma desha kooda communist rastra agbeka?	Mixed feelings
@Kiccha Vitthal ನಿಮ್ಮ ಅವ್ವ ಹಾದರಗಿತ್ತಿ... ನಿನ್ ದೊಡ್ಡ ಷಂಡ	Negative
Super Anna Jai D boss	Positive
Which Language Ashwathama Speaks??  During Mahabharata period No Kannada	not-Kannada
U missed devarakonda 🤣	not-Kannada
Swabhimana da baduku sartaka	Positive
Thu sooolemagane Bari star madya tandido kelsa madtiralo ibru kuda nam Kannada actors ibrigu nam support yavaglu irutte nimmanta soolemaklu ibru madyaadali tandidtira	Negative
ದಯವಿಟ್ಟು ನನ್ನ ಸಂದೇಶ ನೋಡ್ತಾ ಇರೋ ಎಲ್ಲಾ ಸಾಹಿತ್ಯ ಬರಹಗಾರರಿಗೆ ದೊಡ್ಡ ವಿನಂತಿ.. ಸಾಹಿತ್ಯನ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಬರೆಯಿರಿ ಇದೆ ಥರಾ ದಯವಿಟ್ಟು	Positive
Super movie	Positive
ట్రయిలర్ చాలా బాగుంది.	not-Kannada
Boss E nan makluge	Negative
Ab ghodo ki race me gadhe bhi daudenge	not-Kannada
Yar namblila Andru nan nambthini nambikene jeevna	Positive
Agithu parichaya YouTube nalli....nSneha suruvaythu WhatsApp nalli....nMundu varida adhyaya...!	Negative
Top 1 trending	not-Kannada
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	Positive
Anyone after 10m like please	unknown state
ಹೊಸ ಇತಿಹಾಸ ಸೃಷ್ಟಿಸಿದ ಸಿನಿಮಾಗಳ ಸಾಲಿಗೆ ಸೇರಲಿ . ..ಜೈ d boss	Positive
ಕನ್ನಡದ ಅತ್ಯುತ್ತಮ ಚಿತ್ರ ದಿಯಾ ಅಂದರೆ ತಪ್ಪಾಗಲಾರದು..ಪುನಃ ರೀ ರಿಲಿಸ್ ಮಾಡಬೇಕು....	Positive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	Positive
ನನಗೆ ತುಂಬಾ ಇಷ್ಟವಾದ ಚಿತ್ರ ದಿಯ	Positive
Eid shreshth Avatar	Mixed feelings
Tiktok uninstall madodakku modlu ee changlu nan maklanna modlu desha dinda delete madbeku Guru	Negative
Chindi bro .....	Positive
Super video ಜೈ ಹಿಂದ್ ಜೈ ಭಾರತ ಮಾತೆ	Positive
@Chandan Papu lo childu dheera dheera appata kannada song salam rocky bhai hindi song modhlu adana tilko	Negative
@ᴍᴏᴠɪᴇs sᴛᴜᴅɪᴏ yen bekaadru baiko....naan yaav hero blind fan alla.... nin thara....	Negative
Hindi m kb aayega... Hindi m v ache se promotion kijiye plz	not-Kannada
E film kgf level ig erbhodu annoru like maadi adunnu meersbhodu annoru comment maadi ...	Positive
ನಿಮ್ಮ ಈ ಚಿತ್ರ ಇಡೀ ಭಾರತದಲ್ಲಿ ಜನ ಮಾತಾಡೋ ಥರಾ ಆಗುತ್ತೇ..	Positive
sir nimmannu naanu 1st nodiddu Manethana  annuva 2.30 serial nalli sir...20 years before sir...but adra nanthara evagle nodtha erudu sir...	unknown state
Rasmika ge urskadru sapport madi	Negative
@Nandi Parthasarathi ನಿಮ್ಮ ಅಪ್ಪ ಹುಚ್ಚಾ ವೆಂಕಟ್ ಅಂತೇ ಹೌದ	Negative
@d boss mania Yegurkollale cake cutting puk	unknown state
ಎಲ್ಲಿ ವರೆಗು.ನಿವು ಟೈಟಲ್ ಕೆಳಿ ಸಿನಿಮಾ ಒಪ್ಪಿ ಕೊಳ್ಳುತ್ತಿರೊ.ಅಲ್ಲಿವರೆಗೆ ನಿಮ್ಮ ಯಶಸ್ಸಿನ ಬಾಗಿಲ ನಿಮ್ಮ ಪಕ್ಕದಲ್ಲಿ ಇರುತ್ತೆ ವಿನಃ ಅದು ತೆರೆಯಲ್ಲ.ಅಣ್ಣ ನಮ್ಮಂತ ಮಾಸ್ ಆಡಿಯನ್ಸ್ ಗೆnನಿವು ತುಂಬ ಒಳ್ಳೆಯ ನಟ..ಸ್ವಲ್ಪ ಎಚ್ಚರಿಕೆಯಿಂದ ಕಥೆನ ಸೆಲೆಕ್ಟ್ ಮಾಡಿ..ನಿಮಗೆ ಕಂಡಿತ ಒಳ್ಳೆಯದಾಗುತ್ತೆ..	Positive
En guru song idu awesome steps are just amazing	Positive
hai gaya husharaytha	Positive
S true. Ivattina namma industry kathe idu...  but inmunde e eradu sensational movies inda next yavde olle movie bandru nam jana olle response kodtare ankotidini...  hage adre innu ollede	Negative
ರಣಧೀರ ನೆನಪಾದ ರಕ್ಷಿತ ಜಾದಲಿnರಣಭೇಟೆಯಾಡುವ ರಾಕ್ಷಸ ದಾರಿಯಲಿnರಕ್ತಚರಿತ್ರೆಯೋ ರಕ್ಕಸನ ಕಥೆಯೋnನಿಗೂಢ ಮನೆಯೊಳಗೆ ನಡುಕ ಹುಟ್ಟಿಸೋnಸಿನೆಮಾ ಪರದೆಯ ಹಳುಗುಣಿಯೊ.....	Positive
Supper gurru 100. Present nija guru	Positive
ಇರೋದು ಇರಭವದ್ ಗೊತ್ತಿಲ್ಲ	Mixed feelings
ಇಪ್ಪತೈದು ವರ್ಷಗಳ ಹಿಂದೆ ಕೇಳಿದ್ದು ಮತ್ತೆ ಕೇಳಿದಾಗ ತುಂಬಾ ಸಂತೋಷ ವಾಯಿತು	Positive
obba batta na gi. e rethi bare you du sare alla. namma darmmake.nave.......	Negative
Hands up	Mixed feelings
Super song	not-Kannada
ವಾವ್ ಶೆಟ್ರೇ ಅದ್ಭುತ	Positive
Please support prajakiya	unknown state
Namma shetty hava shuru	Positive
@Syed Akbar nija	Mixed feelings
ಮೊದಲು ನಾವು ಬದಲಾಗ ಬೇಕು	Positive
Sir ಇದಂತೂ ದೊಡ್ಡ ಪ್ರಯತ್ನ ವಾಗಿದೆ . ನಮ್ಮ ಜನರಲ್ಲಿ ಪ್ರಾಯೋಗಿಕ ಮನೋಭಾವನೆ ಮೂಡಿಸುವ ಮತ್ತು ನಮ್ಮ ದೇಶದ  ಜನರ ನೋನೋಬನೆ ಬಗ್ಗೆ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಹೇಳಿದ್ದೀರಿ ಇಂತ ಪ್ರಯತ್ನ ಗಳಿಂದ ನಮ್ಮ ತಪ್ಪುಗಳ ಹರಿವು ಆಗುದು ಮತ್ತೆ ಬದಲಾವಣೆಗೂ ಸದ್ಯ ವಾಗುತ್ತೇ ದಯವಿಟ್ಟು ಇದೇ ತರಹದ ಇನು ಹೆಚ್ಚಿನ ವೀಡಿಯೋ ಗಳ ಅವಶ್ಯಕತೆ ಇದೇ. ನಿಮ್ಮ ಒಂದು ವಾಹಿನಿಯ ಮೂಲಕ ಜನರ ತಪ್ಪು ಹರಿವು ಆಗಬೇಕು....nನನ್ನ ಮೂಲಕ ನಿಮ್ಮ ಪ್ರಯತ್ನಕ್ಕೆ ಹೃದಯ ಪೂರಕ ಧನ್ಯವಾದಗಳು .	Positive
ಯಾರ್ಯಾರು ಕೇಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ 🤣	Mixed feelings
Song Kelade Like Kodoru Like Madi	Mixed feelings
I hv one doubt gay gu ivarigu en difference heli	unknown state
video super bossu	Positive
ಕನ್ನಡ ಚಿತ್ರರಂಗವು ಬೇರೆ ಚಿತ್ರರಂಗ ಕಿಂತ ಕಡಿಮೆ ಇಲ್ಲ ಎಂಬುವುದನ್ನು       ಅವನೇ... ಸಾಬೀತು ಪಡಿಸುತ್ತಾನೆ.	Positive
@Kiccha Vitthal ಲೆ ಕುನ್ನಿ ಗಳ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ keldro mangya nan makla.. ನಿಮ್ಮ ಲುಚ್ಛನ್ ತರ ಬಕೆಟ್ ಹಿಡಿದು ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ... ಸೈಡ್ ರೋಲ್ ಮಾಡಿಲ್ಲ... ಮೊನ್ನೆ bigboss trp ಕಡಿಮೆ ಆಗಿದೆ ಅಂತಾ ಸಲ್ಮಾನ್ ಖಾನ್ ಗೇ ವಿಡಿಯೋ ಕಾಲ್ ಮಾಡವ್ರೆ... ಕುಚನ್ ಕೈ ಇಂದ ಏನು ಆಗಲ್ಲಾ bigboss also flop in trp...	Negative
D boss fanzzz	Mixed feelings
Nim video yella entertainment ede keep rocking	Positive
Lots love from kannadigas	Positive
ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಡಿಫರೆಂಟ್ ಹುಲಿ	Positive
Ena kachadagolo nivu istella adru tik tok bidalla antirallo nivella nam indea davara tu nima janmakke.	Negative
Bega release madi sir... Hindi and other languages alli MASALA films na nodtidare jana ( actually khaali hoditide  ). E film annu release madi	Positive
Jai D ಬಾಸ್	Positive
Make it 100	unknown state
ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಬ್ರದರ್	Positive
Shashanka AS  ok	unknown state
Give link to that pandi kokku song ....	unknown state
I love you	Mixed feelings
@ֆաǟʍʏ ɢօաɖǟ ನಿಜ...nnಆದ್ರೆ ಆ ಗೆಲುವು ಇತಿಹಾಸ ಆಗ್ಬೇಕಂದ್ರೆ ಎಲ್ಲಾ ರೀತಿಯ ಪ್ರಯತ್ನಗಳು ಆಗಿರಬೇಕಾಗುತ್ತೆ	Positive
2nd song(Narayana) releasing tomorrow @11	unknown state
@SK Productions Shnakar nag anna nice man	Positive
Super guru nice	Positive
Best heroine n Shanvi- likenRashmika - comment	Positive
Nija bro  urkolli bidi.	Negative
ಇವನೊಬ್ಬನ ಮುಂದೆ ಕನ್ನಡದ ಎಲ್ಲಾ ಟೀವಿ ಚಾನಲ್ ಗಳು ಮಂಡಿ ಯೂರಿ ಕುಳಿತು ಕಲಿತುಕೊಳ್ಳಬೇಕು.	Positive
supe togari tippa	Positive
Booking start  ಮಾಡಿ	Positive
Shri Krishna na mahe badhu galee.	Positive
@Entertainment Gaming ನಿಮ್ಮ ನಂಬಿಕೆಗಳು	unknown state
Namma Rajyada young entrepreneur ge support maadi.	Positive
ಸೂಪರ್ ರಿ ಸರ್	Positive
Yapaa devre spr agi rost madidira sprrr	Negative
@Nandi Parthasarathi ನಿನ್ ಅಪ್ಪುನ್ ತುಣ್ಣಿ moddu ante	Negative
@RADHA RADHA HI radha mem...uta ayta..sry month end wrk tumba jasti...free na	unknown state
Anjali Devi super	not-Kannada
Devaru olledu madtane sir..nimge chenag iri	Positive
@live vijju 2.0	unknown state
Jai D Boss	not-Kannada
Idu charitre srastiso avatara	Positive
Bro ondu hellla nandu nan desha consumer economy navu producer economy agbeku. Edu agbeku andre swantha bussinessd madodu kalisabeku. Ellli job edre great ade entrprenuer r bussinesss madtidini andre yalru chikkkadagi nodtare madve agoke hudginu kodollla. Encouragrment ellla guru	Positive
Ajneesh Lokanath	unknown state
ಏಳ ನಿನ್ ಅಕ್ಕುನ್ ತಿಕಾ ನ ಕೈಯಾ	Negative
its miss guide	not-Kannada
@Nandi Parthasarathi illa kgfuck aythu	Negative
Free fire lover like here	Positive
Kathe heldene nilsbitri	Mixed feelings
Unlike ಮಾಡಿದವರು ರಶ್ಮಿಕಾ ಅಭಿಮಾನಿಗಳು....	Positive
ಪಕ್ಕಾ correct ಆಗಿ ಹೇಳಿದಿರಿ  ಅಣ್ಣ	Positive
Super sir nim anthoru Nam Kannada industry ge beku namma Kannada industrya kirty patake ellade harabeku belibeku	Positive
@10 R Ayyo hogo thukalli gandu	Negative
nimm mathu  saryagi heliddira super	Positive
Super song guru	Positive
Alagi hogali bidu	Negative
starting baro music kundavani ಕುಂದಾಪುರದ u remake	Mixed feelings
One time ge songe artha agolla. . Pakka bt kelbeku ennond sari ansatte. . .	Positive
Nakkan idhu subject Andre eevag heltheeni industry change aagthide... Thousand times better than Jaatre films of sarjas...	Positive
Kannadad nijvad hero	Positive
Muje to ratsasan ka part 2 laga super movie	not-Kannada
ಇಂಥ ಒಳ್ಳೆ ಸಾಂಗ್ ಅನ್ನು ಕೂಡ dislike ಮಾಡ್ತಾರಲ್ಲ ಆವರು ಮನುಷ್ಯ ಜನ್ಮಕ್ಕೆ ನಿಜವಾಗಿಯು ಸೇರಿಲ್ಲ ಅನ್ಸುತ್ತೆ ನಿಮ್ಮ ಕೈ ಅಲ್ಲಿ ಲೈಕ್ ಮಾಡುಕೆ ಆಗಲ್ಲಾ ಅಂದ್ರೆ ಸುಮಸುಮ್ನೆ ಇಂಥ ಸಾಂಗ್ ಗೆ dislike matra ಮಾಡಬೇಡಿ	Negative
En chindi bgm guru sakkath....Jai ASN... from Appu abhimani	Positive
ಸಕ್ಕತ್ ಸಾಂಗೂ ಗುರು	Positive
sooooo many adds	Negative
TikTok nan shata shata	Negative
ಶಾಸನ ವಿಧಿಸಿದ ಎಚ್ಚರಿಕೆ nಈ ಹಾಡು ನಿಮ್ಮ ಡೇಟಾ ಗೆ ಹಾನಿಕಾರಕ	Negative
Hindi song release madlilva?	Positive
ಅಚ್ಚ ಕನ್ನಡದ ಹಾಡು ಕೇಳಿ ಅದ್ಭುತ	Positive
ಯಾರಿಗೂ ಯಾರು ಗೂತೀಲಾ ಸರ್  ಆದರೇ   ನಮ್ಮ ಧುಢೀಮೇ ನಮಗೆ ಸರ್	Positive
Super boss I like it	not-Kannada
Kannada movie songs  Kannada movie All No 1	Positive
+Shivanand Kattimani so	not-Kannada
Nimma customer reactionna video maadi youtube channel open maadi upload madi sir	Positive
*ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಓರ್ವ ರಾಕ್ಷಸ...nತಪ್ಪಲ್ಲ	Positive
ASN movie is too good..	Positive
ವಿ ಪಿ ಸರ್...	unknown state
Why does it sound like 'swag se karenge sab ka swagat'? Otherwise it's awesome	not-Kannada
Supper episode... love it.....	not-Kannada
Most liked song in KFI.	unknown state
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್ ಸೂಪರ್ ಸಾಂಗ್	Positive
Please upload vol 2	not-Kannada
ಒಂದು ಇಂಗ್ಲೀಷ್ ಪದ ಬಳಸದೆ ಈ ಹಾಡು ಬರೆದಿರುವ ಕಲಾವಿದನಿಗೆ ಒಂದು ಲೈಕ್ ಕೊಡಿ... ಸ್ನೇಹಿತರೇ!!	Positive
ಸಾರ್nಸಾವಿರ ರಾಜಕೀಯ ಪಕ್ಷ ಕಾಂಗ್ರೆಸ್ ಬಿಟ್ರೆ ಬೇರೆ ರಾಜಕೀಯ ಪಕ್ಷದ ಅಜೆಂಡಾ ಏನು?nಅಧಿಕಾರಕ್ಕೆ ಬಂದ ಮೇಲೆ ಸಾಧನೆ ಏನು?nಆದ್ರೂ ಅಜೆಂಡ್ ಇಲ್ಲದ ಪಕ್ಷ  ಗಳ ನ್ನೂn1947 ರಿಂದ ಬೆಂಬಲಿಸಿ ದ್ದಿವಿ!nಕಳೇದ 4	Negative
Nice infromation   brother ... n   But.   Ella problems. Bagge matdiri solution en madbeku ..anta helivalaa brother ..      ..   ivelladakku solution Andre ..(MONEY (NAMMA TAX AMOUNT )=GOVT ).  Alva n  nSimple agi helbeku Andre ..main problem   politics anta ella gottu .... AdKke solution ..????????     Nive helida haage.   ##  Revolution. ##n  Aa REVOLUTION (#prajaakeeya )ivg strt agide ..nivu adakke kai jodisbeku Alva ... Idu correct	Mixed feelings
Super movie nim movie all time record agbeku  uppi fans	Positive
Anna nanu dhevara hathra kellkonthini   E movie success kandu   nimma cini journey yalli life turning movie aglli antha ....GUD LUCK BRO ...JAI HANUMAN   SUPPORT FROM D BOSS ABIMAANI	Positive
Nam oorigu  bandidda. Nanu chicken biryani tinsi  kalsde	unknown state
Tuu avr sentiment na touch madi kaan neer haksi adana cover photo madi view tagotira	Negative
@Sharath T urkondu sayri sulemakalla 1 year 3 blockbuster BOSS	Negative
ತೊಗರಿ ತಿಪ್ಪ ಸುಪರ್ ಕಾಮಿಡಿ so super thogari thippa comdey	Positive
Togari tipppa story super	Positive
Bossu Bgm dance	unknown state
Ajay Joshi mai to pagal hu ye song ka or movie sreeman narayana ka	not-Kannada
ಸೋಮಣ್ಣ ಮಾಚಿಮಾಡ Super	Positive
@*V C R* guru edunna modlu bale fansge helu avru start madidare nau end madthivi	Negative
Idu riyel rar	unknown state
ಸರ್ ನಿಮ್ಮ ಪಾದಗಳಿಗೆ ನಮಸ್ಕಾರಗಳು	Positive
@Naveen R Naan sigapu manithan	unknown state
@Nandi Parthasarathi ಲೆ ಮುಂಡೆ ಇಲ್ಲಿ ಕೇಳು ನಿಮ್ಮ ಬಾಸ್ ಯಾವಾಗ್ಲಾದ್ರೂ help ಮಾಡಿದನಾ.... ಹೋಗ್ಲಿ ನಿಂಗೆ ಹೊಸ ಕಾಂಡೊಮ್ ಆದ್ರೂ ಕೊಡ್ಸಿದಾನ... ಲುಚ್ಚಾ ಸುದ್ವೇಪಿ	Negative
Bavaraj Marihal iu777779088i9omplikenUu7 n 7thui9	not-Kannada
super super super	not-Kannada
Super song bro tik tok virus ban full happy	Positive
ಒಳ್ಳೇದು ಆಗಲಿ big ಸಕ್ಸಸ್ for ASN	Positive
Dislike madiroru kgf fans ..	Negative
My fevareta song	Positive
Why only tik tok ಅನ್ನೋ ತುಕಾಲಿ ನ ಚೈನಾ ಗೆ ಕಳಿಸಿ ಅವ್ಳು ಕೂಡ ಚೈನೀಸ್ ಬ್ರೀಡ್ ಇರ್ಬೇಕು	Negative
Nanu nodhidhini uttar Pradesh forest	unknown state
China apps ಯಾಕೆ ಬ್ಯಾನ್ ಮಾಡಬೇಕು ಅಂತ ಹೇಳುವವರಿಗೆ  ಚಪ್ಪಲಿಯಲ್ಲಿ ಹೋಡೆದು ಬುದ್ಧಿ ಕಲಿಸಬೇಕು .	Negative
Karthiks Reddy ನಿಮ್ಮ ಉತ್ತರ ಆಂಗ್ಲ ಭಾಷೆಯಲ್ಲಿ ಇಲ್ವಾ ಅದೇ ಥರಾ	Negative
Yuvaratnaa coming soon	Positive
@Karthik Gowda Dacchu hmm aythu dagarge hosa award kodtini bandli star antha helbidu	Negative
@Ŕävîñđŕå_02_GøWđřú ಲೊ ಹಾದರಗಿತ್ತಿ ಮಗನೇ...	Negative
@sumya kulkarni ನೀವು ಹೇಳೋದಕ್ಕೂ.... ದೇಶದ ಅಭಿವೃದ್ಧಿಗೂ ಸ್ವಲ್ಪನೂ ಸಂಬಂಧವಿಲ್ಲ.......ನನ್ನ ಪ್ರಕಾರ ಭ್ರಷ್ಟಾಚಾರ ನಿರ್ಮೂಲನೆ ಆಗಬೇಕು	Positive
Trailer ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ	Positive
ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಒರ್ವ ರಾಕ್ಷಸ	Positive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Positive
Super song very interesting	Positive
English movie RANGO dubb maadi ro movie	unknown state
ಸೂಪರ್  ಸರ್	Positive
ಇಂತಹ ಅದ್ಭುತ ಸಿನಿಮಾಯಳು ಮತ್ತು ಹಾಡುಗಳು ಕನ್ನಡದಲ್ಲಿ ಹೆಚ್ಚು ಹೆಚ್ಚು ಬರಲಿ  ಎಂದು ಎಲ್ಲರೂ ಹಾರೈಸೊಣ	Positive
Houdo huliya	Positive
Waiting... Atyadbuta katahandara	Positive
Kannada  s	unknown state
Suryana Mari	unknown state
Super  video  Bro l am support your  channel	not-Kannada
Anjali Devi hii	not-Kannada
Liked it !! Thanks god no drinking songs anymore in kannada	Mixed feelings
Hand's Up super	not-Kannada
ಜೈ ಕನ್ನಡ	Mixed feelings
Super Anna. Neev helid Matu 100% nija. Onedu Matalu oned artayide.	unknown state
